UNNO;EMS
2021;F-A, S-A
2022;F-A, S-B
2023;F-E, S-D
2024;F-A, S-A
2025;F-A, S-A
2026;F-A, S-A
2027;F-A, S-A
2028;F-A, S-B
2029;F-E, S-C
2030;F-A, S-B
2030;F-E, S-C
2032;F-A, S-Q
2033;F-A, S-B
2034;F-D, S-U
2036;F-C, S-V
2037;F-D, S-U
2038;F-A, S-A
2044;F-D, S-U
2045;F-E, S-D
2046;F-E, S-D
2047;F-E, S-D
2048;F-E, S-D
2049;F-E, S-D
2050;F-E, S-D
2051;F-E, S-C
2052;F-E, S-E
2053;F-E, S-D
2054;F-E, S-C
2055;F-E, S-D
2056;F-E, S-D
2057;F-E, S-D
2058;F-E, S-D
2059;F-E, S-D
2067;F-H, S-Q
2071;F-H, S-Q
2073;F-C, S-U
2074;F-A, S-A
2075;F-A, S-A
2076;F-A, S-B
2077;F-A, S-A
2078;F-A, S-A
2079;F-A, S-B
2187;F-C, S-V
2188;F-D, S-U
2189;F-D, S-U
2190;F-C, S-W
2191;F-C, S-U
2192;F-D, S-U
2193;F-C, S-V
2194;F-C, S-U
2195;F-C, S-U
2196;F-C, S-U
2197;F-C, S-U
2198;F-C, S-U
2199;F-D, S-U
2200;F-D, S-U
2201;F-C, S-W
2202;F-D, S-U
2203;F-D, S-U
2204;F-D, S-U
2205;F-A, S-A
2206;F-A, S-A
2208;F-H, S-Q
2209;F-A, S-B
2210;F-G, S-L
2211;F-A, S-I
2212;F-A, S-A
2213;F-A, S-G
2214;F-A, S-B
2215;F-A, S-B
2216;F-A, S-J
2217;F-A, S-J
2218;F-E, S-C
2219;F-E, S-D
2222;F-E, S-D
2224;F-A, S-A
2225;F-A, S-B
2226;F-A, S-B
2227;F-E, S-D
2232;F-A, S-A
2233;F-A, S-A
2234;F-E, S-D
2235;F-A, S-A
2236;F-A, S-A
2237;F-A, S-A
2238;F-E, S-D
2239;F-A, S-A
2240;F-A, S-B
2241;F-E, S-D
2242;F-E, S-D
2243;F-E, S-D
2244;F-E, S-D
2245;F-E, S-D
2246;F-E, S-D
2247;F-E, S-E
2248;F-E, S-C
2249;F-E, S-D
2250;F-A, S-A
2251;F-E, S-D
2252;F-E, S-D
2253;F-A, S-A
2254;F-A, S-I
2256;F-E, S-D
2257;F-G, S-N
2258;F-E, S-C
2259;F-A, S-B
2260;F-E, S-C
2261;F-A, S-A
2262;F-A, S-B
2263;F-E, S-D
2264;F-E, S-C
2265;F-E, S-D
2266;F-E, S-C
2267;F-A, S-B
2269;F-A, S-B
2270;F-E, S-C
2271;F-E, S-D
2272;F-A, S-A
2273;F-A, S-A
2274;F-A, S-A
2275;F-E, S-D
2276;F-E, S-C
2277;F-E, S-D
2278;F-E, S-D
2279;F-A, S-A
2280;F-A, S-B
2281;F-A, S-A
2282;F-E, S-D
2283;F-E, S-D
2284;F-E, S-D
2285;F-E, S-D
2286;F-E, S-D
2287;F-E, S-D
2288;F-E, S-D
2289;F-A, S-B
2290;F-A, S-A
2291;F-A, S-A
2293;F-E, S-D
2294;F-A, S-A
2295;F-E, S-D
2296;F-E, S-D
2297;F-E, S-D
2298;F-E, S-D
2299;F-A, S-A
2300;F-A, S-A
2301;F-E, S-D
2302;F-E, S-D
2303;F-E, S-D
2304;F-A, S-H
2305;F-A, S-B
2306;F-A, S-A
2307;F-A, S-A
2308;F-A, S-B
2309;F-E, S-D
2310;F-E, S-D
2311;F-A, S-A
2311;F-A, S-A
2312;F-A, S-A
2313;F-E, S-D
2315;F-A, S-A
2316;F-A, S-A
2318;F-A, S-J
2319;F-E, S-D
2320;F-A, S-B
2321;F-A, S-A
2322;F-A, S-A
2323;F-E, S-D
2324;F-E, S-D
2325;F-E, S-D
2326;F-A, S-B
2327;F-A, S-B
2328;F-A, S-A
2329;F-E, S-D
2330;F-E, S-E
2331;F-A, S-B
2332;F-E, S-D
2333;F-E, S-D
2334;F-E, S-D
2335;F-E, S-D
2336;F-E, S-D
2337;F-E, S-D
2338;F-E, S-D
2339;F-E, S-D
2340;F-E, S-D
2341;F-E, S-D
2342;F-E, S-D
2343;F-E, S-D
2344;F-E, S-D
2345;F-E, S-D
2346;F-E, S-D
2347;F-E, S-D
2348;F-E, S-D
2350;F-E, S-D
2351;F-E, S-D
2352;F-E, S-D
2353;F-E, S-C
2354;F-E, S-D
2356;F-E, S-D
2357;F-E, S-C
2358;F-E, S-D
2359;F-E, S-C
2360;F-E, S-D
2361;F-E, S-C
2362;F-E, S-D
2363;F-E, S-D
2364;F-E, S-D
2366;F-E, S-D
2367;F-E, S-D
2368;F-E, S-E
2370;F-E, S-D
2371;F-E, S-D
2372;F-E, S-D
2373;F-E, S-D
2374;F-E, S-D
2375;F-E, S-D
2376;F-E, S-D
2377;F-E, S-D
2378;F-E, S-D
2379;F-E, S-C
2380;F-E, S-D
2381;F-E, S-D
2382;F-E, S-D
2383;F-E, S-C
2384;F-E, S-D
2385;F-E, S-D
2386;F-E, S-C
2387;F-E, S-D
2388;F-E, S-D
2389;F-E, S-D
2390;F-E, S-D
2391;F-E, S-D
2392;F-E, S-D
2393;F-E, S-D
2394;F-E, S-D
2395;F-E, S-C
2396;F-E, S-D
2397;F-E, S-D
2398;F-E, S-D
2399;F-E, S-C
2400;F-E, S-D
2401;F-E, S-C
2402;F-E, S-D
2403;F-E, S-D
2404;F-E, S-D
2405;F-E, S-D
2406;F-E, S-D
2407;F-E, S-C
2409;F-E, S-D
2410;F-E, S-D
2411;F-E, S-D
2412;F-E, S-D
2413;F-E, S-D
2414;F-E, S-D
2416;F-E, S-D
2417;F-C, S-U
2418;F-C, S-U
2419;F-D, S-U
2420;F-C, S-U
2421;F-C, S-W
2422;F-C, S-V
2424;F-C, S-V
2426;F-H, S-Q
2427;F-H, S-Q
2428;F-H, S-Q
2429;F-H, S-Q
2430;F-A, S-B
2431;F-A, S-A
2432;F-A, S-A
2433;F-A, S-A
2434;F-A, S-B
2435;F-A, S-B
2436;F-E, S-D
2437;F-A, S-B
2438;F-E, S-C
2439;F-A, S-B
2440;F-A, S-B
2441;F-G, S-M
2442;F-A, S-B
2443;F-A, S-B
2444;F-A, S-B
2445;F-G, S-M
2446;F-A, S-A
2447;F-A, S-M
2448;F-A, S-H
2451;F-C, S-W
2452;F-D, S-U
2453;F-D, S-U
2454;F-D, S-U
2455;F-C, S-V
2456;F-E, S-D
2457;F-E, S-D
2458;F-E, S-D
2459;F-E, S-D
2460;F-E, S-D
2461;F-E, S-D
2461;F-E, S-D
2463;F-G, S-O
2464;F-A, S-Q
2465;F-A, S-Q
2466;F-G, S-Q
2468;F-A, S-Q
2469;F-H, S-Q
2470;F-A, S-A
2471;F-A, S-A
2473;F-A, S-A
2474;F-A, S-A
2475;F-A, S-B
2477;F-E, S-D
2478;F-E, S-D
2480;F-E, S-D
2482;F-E, S-D
2483;F-E, S-D
2484;F-E, S-D
2485;F-E, S-D
2486;F-E, S-D
2487;F-E, S-D
2488;F-E, S-D
2490;F-A, S-A
2491;F-A, S-B
2493;F-E, S-C
2495;F-A, S-Q
2496;F-A, S-B
2498;F-E, S-D
2501;F-A, S-A
2502;F-E, S-C
2503;F-A, S-B
2504;F-A, S-A
2505;F-A, S-A
2506;F-A, S-B
2507;F-A, S-B
2508;F-A, S-B
2509;F-A, S-B
2511;F-A, S-B
2512;F-A, S-A
2513;F-A, S-B
2514;F-E, S-D
2515;F-A, S-A
2516;F-A, S-A
2517;F-D, S-U
2518;F-A, S-A
2520;F-E, S-D
2521;F-E, S-D
2522;F-A, S-A
2524;F-E, S-D
2525;F-A, S-A
2526;F-E, S-C
2527;F-E, S-D
2528;F-E, S-D
2529;F-E, S-C
2531;F-A, S-B
2533;F-A, S-A
2534;F-D, S-U
2535;F-E, S-C
2536;F-E, S-D
2538;F-A, S-G
2541;F-E, S-E
2542;F-A, S-A
2545;F-G, S-M
2546;F-G, S-M
2547;F-G, S-Q
2548;F-C, S-W
2552;F-A, S-A
2554;F-E, S-D
2555;F-B, S-J
2556;F-B, S-J
2557;F-B, S-J
2558;F-E, S-D
2560;F-E, S-D
2561;F-E, S-D
2564;F-A, S-B
2565;F-A, S-B
2567;F-A, S-A
2570;F-A, S-A
2571;F-A, S-B
2572;F-A, S-A
2573;F-H, S-Q
2574;F-A, S-A
2576;F-A, S-B
2577;F-A, S-B
2578;F-A, S-B
2579;F-A, S-B
2580;F-A, S-B
2581;F-A, S-B
2582;F-A, S-B
2583;F-A, S-B
2584;F-A, S-B
2585;F-A, S-B
2586;F-A, S-B
2587;F-A, S-A
2588;F-A, S-A
2589;F-E, S-D
2590;F-A, S-A
2591;F-C, S-V
2599;F-C, S-V
2601;F-D, S-U
2602;F-C, S-V
2603;F-E, S-D
2604;F-E, S-C
2605;F-E, S-D
2606;F-E, S-D
2607;F-E, S-D
2608;F-E, S-D
2609;F-A, S-A
2610;F-E, S-C
2611;F-E, S-D
2612;F-E, S-D
2614;F-E, S-D
2615;F-E, S-D
2616;F-E, S-D
2617;F-E, S-D
2618;F-E, S-D
2619;F-E, S-C
2620;F-E, S-D
2621;F-E, S-D
2622;F-E, S-D
2623;F-A, S-I
2624;F-G, S-O
2626;F-A, S-Q
2627;F-A, S-Q
2628;F-A, S-A
2629;F-A, S-A
2630;F-A, S-A
2635;F-D, S-U
2642;F-A, S-A
2643;F-A, S-A
2644;F-A, S-A
2645;F-A, S-A
2646;F-A, S-A
2647;F-A, S-A
2648;F-A, S-A
2649;F-A, S-A
2650;F-A, S-A
2651;F-A, S-A
2653;F-A, S-A
2655;F-A, S-A
2656;F-A, S-A
2657;F-A, S-A
2659;F-A, S-A
2660;F-A, S-A
2661;F-A, S-A
2664;F-A, S-A
2667;F-A, S-A
2668;F-E, S-D
2669;F-A, S-A
2670;F-A, S-B
2671;F-A, S-A
2672;F-A, S-B
2673;F-A, S-A
2674;F-A, S-A
2676;F-D, S-U
2677;F-A, S-B
2678;F-A, S-B
2679;F-A, S-B
2680;F-A, S-B
2681;F-A, S-B
2682;F-A, S-B
2683;F-E, S-C
2684;F-E, S-C
2685;F-E, S-C
2686;F-E, S-C
2687;F-A, S-G
2688;F-A, S-A
2689;F-A, S-A
2690;F-A, S-A
2691;F-A, S-B
2692;F-A, S-B
2693;F-A, S-B
2698;F-A, S-B
2699;F-A, S-B
2705;F-A, S-B
2707;F-E, S-D
2709;F-E, S-D
2710;F-E, S-D
2713;F-A, S-A
2714;F-A, S-I
2715;F-A, S-I
2716;F-A, S-A
2717;F-A, S-I
2719;F-H, S-Q
2720;F-A, S-Q
2721;F-H, S-Q
2722;F-A, S-Q
2723;F-H, S-Q
2724;F-A, S-Q
2725;F-A, S-Q
2726;F-A, S-Q
2727;F-A, S-Q
2728;F-A, S-Q
2729;F-A, S-A
2730;F-A, S-A
2732;F-A, S-A
2733;F-E, S-C
2734;F-E, S-C
2735;F-A, S-B
2738;F-A, S-A
2739;F-A, S-B
2740;F-E, S-C
2741;F-H, S-Q
2742;F-E, S-C
2743;F-E, S-C
2744;F-E, S-C
2745;F-A, S-B
2746;F-A, S-B
2747;F-A, S-A
2748;F-A, S-B
2749;F-E, S-D
2750;F-A, S-A
2751;F-A, S-B
2752;F-E, S-D
2753;F-A, S-A
2754;F-A, S-A
2757;F-A, S-A
2758;F-E, S-D
2759;F-A, S-A
2760;F-E, S-D
2761;F-A, S-A
2762;F-E, S-D
2763;F-A, S-A
2764;F-E, S-D
2771;F-A, S-A
2772;F-E, S-D
2775;F-A, S-A
2776;F-E, S-D
2777;F-A, S-A
2778;F-E, S-D
2779;F-A, S-A
2780;F-E, S-D
2781;F-A, S-A
2782;F-E, S-D
2783;F-A, S-A
2784;F-E, S-D
2785;F-A, S-A
2786;F-A, S-A
2787;F-E, S-D
2788;F-A, S-A
2789;F-E, S-C
2790;F-A, S-B
2793;F-G, S-J
2794;F-A, S-B
2795;F-A, S-B
2796;F-A, S-B
2797;F-A, S-B
2798;F-A, S-B
2799;F-A, S-B
2800;F-A, S-B
2801;F-A, S-B
2802;F-A, S-B
2803;F-A, S-B
2805;F-G, S-N
2806;F-A, S-O
2809;F-A, S-B
2810;F-A, S-A
2811;F-A, S-A
2813;F-G, S-N
2814;F-A, S-T
2815;F-A, S-B
2817;F-A, S-B
2818;F-A, S-B
2819;F-A, S-B
2820;F-A, S-B
2821;F-A, S-A
2822;F-A, S-A
2823;F-A, S-B
2826;F-E, S-C
2829;F-A, S-B
2830;F-G, S-N
2831;F-A, S-A
2834;F-A, S-B
2835;F-G, S-O
2837;F-A, S-B
2838;F-E, S-D
2839;F-A, S-A
2840;F-E, S-D
2841;F-E, S-D
2842;F-E, S-D
2844;F-G, S-N
2845;F-G, S-M
2846;F-G, S-M
2849;F-A, S-A
2850;F-E, S-E
2851;F-A, S-B
2852;F-B, S-J
2853;F-A, S-A
2854;F-A, S-A
2855;F-A, S-A
2856;F-A, S-A
2857;F-C, S-V
2858;F-G, S-G
2859;F-A, S-A
2861;F-A, S-A
2862;F-A, S-A
2863;F-A, S-A
2864;F-A, S-A
2865;F-A, S-B
2869;F-A, S-B
2870;F-G, S-M
2871;F-A, S-A
2872;F-A, S-A
2873;F-A, S-A
2874;F-A, S-A
2875;F-A, S-A
2876;F-A, S-A
2878;F-G, S-G
2879;F-A, S-B
2880;F-H, S-Q
2881;F-G, S-M
2900;F-A, S-T
2901;F-C, S-W
2902;F-A, S-A
2903;F-E, S-D
2904;F-A, S-B
2905;F-A, S-B
2907;F-B, S-J
2908;F-I, S-S
2909;F-I, S-S
2910;F-I, S-S
2911;F-I, S-S
2912;F-I, S-S
2913;F-I, S-S
2915;F-I, S-S
2916;F-I, S-S
2917;F-I, S-S
2919;F-I, S-S
2920;F-E, S-C
2921;F-A, S-G
2922;F-A, S-B
2923;F-A, S-B
2924;F-E, S-C
2925;F-A, S-G
2926;F-A, S-G
2927;F-A, S-B
2928;F-A, S-B
2929;F-E, S-D
2930;F-A, S-G
2931;F-A, S-A
2933;F-E, S-D
2934;F-E, S-D
2935;F-E, S-D
2936;F-A, S-A
2937;F-A, S-A
2940;F-A, S-J
2941;F-A, S-A
2942;F-A, S-A
2943;F-E, S-D
2945;F-E, S-C
2946;F-A, S-A
2947;F-E, S-D
2948;F-A, S-A
2949;F-A, S-B
2950;F-G, S-O
2956;F-B, S-G
2965;F-G, S-O
2966;F-A, S-A
2967;F-A, S-B
2968;F-G, S-L
2969;F-A, S-A
2977;F-I, S-S
2978;F-I, S-S
2983;F-E, S-D
2984;F-H, S-Q
2985;F-E, S-C
2986;F-E, S-C
2987;F-A, S-B
2988;F-G, S-N
2989;F-A, S-G
2990;F-A, S-V
2991;F-E, S-D
2992;F-A, S-A
2993;F-E, S-D
2994;F-A, S-A
2995;F-E, S-D
2996;F-A, S-A
2997;F-E, S-D
2998;F-A, S-A
3005;F-E, S-D
3006;F-A, S-A
3009;F-E, S-D
3010;F-A, S-A
3011;F-E, S-D
3012;F-A, S-A
3013;F-E, S-D
3014;F-A, S-A
3015;F-E, S-D
3016;F-A, S-A
3017;F-E, S-D
3018;F-A, S-A
3019;F-E, S-D
3020;F-A, S-A
3021;F-E, S-D
3022;F-E, S-D
3023;F-E, S-D
3024;F-E, S-D
3025;F-E, S-D
3026;F-A, S-A
3027;F-A, S-A
3028;F-A, S-B
3048;F-A, S-A
3051;F-G, S-M
3052;F-G, S-M
3053;F-G, S-L
3054;F-E, S-D
3055;F-A, S-B
3056;F-E, S-D
3057;F-C, S-U
3064;F-E, S-D
3065;F-E, S-D
3066;F-A, S-B
3070;F-C, S-V
3071;F-E, S-D
3072;F-A, S-V
3073;F-E, S-C
3076;F-G, S-L
3077;F-A, S-F
3078;F-G, S-O
3079;F-E, S-D
3080;F-E, S-D
3082;F-A, S-F
3083;F-C, S-W
3084;F-A, S-Q
3085;F-A, S-Q
3086;F-A, S-Q
3087;F-A, S-Q
3088;F-A, S-J
3089;F-G, S-G
3090;F-A, S-I
3091;F-A, S-I
3092;F-E, S-D
3093;F-A, S-Q
3094;F-G, S-L
3095;F-A, S-N
3096;F-G, S-L
3097;F-A, S-Q
3098;F-A, S-Q
3099;F-A, S-Q
3100;F-A, S-Q
3101;F-J, S-R
3102;F-J, S-R
3103;F-J, S-R
3104;F-J, S-R
3105;F-J, S-R
3106;F-J, S-R
3107;F-J, S-R
3108;F-J, S-R
3109;F-J, S-R
3110;F-J, S-R
3111;F-F, S-R
3112;F-F, S-R
3113;F-F, S-R
3114;F-F, S-R
3115;F-F, S-R
3116;F-F, S-R
3117;F-F, S-R
3118;F-F, S-R
3119;F-F, S-R
3120;F-F, S-R
3121;F-G, S-L
3122;F-A, S-Q
3123;F-G, S-N
3124;F-A, S-J
3125;F-G, S-N
3126;F-A, S-J
3127;F-A, S-J
3128;F-A, S-J
3129;F-G, S-N
3130;F-G, S-N
3131;F-G, S-L
3132;F-G, S-N
3133;F-G, S-L
3134;F-G, S-N
3135;F-G, S-N
3136;F-C, S-V
3137;F-G, S-Q
3138;F-D, S-U
3139;F-A, S-Q
3140;F-A, S-A
3141;F-A, S-A
3142;F-A, S-A
3143;F-A, S-A
3144;F-A, S-A
3145;F-A, S-B
3146;F-A, S-A
3147;F-A, S-B
3148;F-G, S-N
3149;F-H, S-Q
3150;F-D, S-U
3151;F-A, S-A
3152;F-A, S-A
3153;F-D, S-U
3154;F-D, S-U
3155;F-A, S-A
3156;F-C, S-W
3157;F-C, S-W
3158;F-C, S-V
3159;F-C, S-V
3160;F-D, S-U
3161;F-D, S-U
3162;F-C, S-U
3163;F-C, S-V
3164;F-C, S-V
3165;F-E, S-C
3167;F-D, S-U
3168;F-D, S-U
3169;F-C, S-U
3170;F-G, S-P
3172;F-A, S-A
3174;F-A, S-J
3175;F-A, S-I
3176;F-A, S-H
3178;F-A, S-G
3179;F-A, S-G
3180;F-A, S-G
3181;F-A, S-I
3182;F-A, S-G
3183;F-A, S-J
3184;F-A, S-J
3185;F-A, S-J
3186;F-A, S-J
3187;F-A, S-J
3188;F-A, S-J
3189;F-G, S-J
3190;F-A, S-J
3191;F-A, S-J
3192;F-A, S-J
3194;F-G, S-M
3200;F-G, S-M
3205;F-A, S-J
3206;F-A, S-J
3208;F-G, S-N
3209;F-G, S-N
3210;F-H, S-Q
3211;F-H, S-Q
3212;F-H, S-Q
3213;F-H, S-Q
3214;F-H, S-Q
3215;F-A, S-Q
3216;F-A, S-Q
3218;F-A, S-Q
3219;F-A, S-Q
3220;F-C, S-V
3221;F-J, S-G
3222;F-J, S-G
3223;F-J, S-G
3224;F-J, S-G
3225;F-J, S-G
3226;F-J, S-G
3227;F-J, S-G
3228;F-J, S-G
3229;F-J, S-G
3230;F-J, S-G
3231;F-F, S-K
3232;F-F, S-K
3233;F-F, S-K
3234;F-F, S-K
3235;F-F, S-K
3236;F-F, S-K
3237;F-F, S-K
3238;F-F, S-K
3239;F-F, S-K
3240;F-F, S-K
3241;F-J, S-G
3242;F-J, S-G
3243;F-A, S-A
3244;F-A, S-B
3245;F-A, S-T
3246;F-A, S-B
3247;F-A, S-Q
3248;F-E, S-D
3249;F-A, S-A
3250;F-A, S-B
3251;F-F, S-G
3253;F-A, S-B
3254;F-A, S-M
3255;F-A, S-M
3256;F-E, S-D
3257;F-A, S-P
3258;F-A, S-P
3259;F-A, S-B
3260;F-A, S-B
3261;F-A, S-B
3262;F-D, S-U
3262;F-A, S-B
3263;F-A, S-B
3264;F-A, S-B
3265;F-A, S-B
3266;F-A, S-B
3267;F-A, S-B
3268;F-B, S-X
3269;F-E, S-D
3270;F-A, S-I
3271;F-E, S-D
3272;F-E, S-D
3273;F-E, S-D
3274;F-E, S-C
3275;F-E, S-D
3276;F-A, S-A
3277;F-A, S-B
3278;F-A, S-A
3279;F-E, S-D
3280;F-A, S-A
3281;F-A, S-A
3282;F-A, S-A
3283;F-A, S-A
3284;F-A, S-A
3285;F-A, S-A
3286;F-E, S-C
3287;F-A, S-A
3288;F-A, S-A
3289;F-A, S-B
3290;F-A, S-B
3291;F-A, S-T
3292;F-G, S-P
3293;F-A, S-A
3294;F-E, S-D
3295;F-E, S-D
3296;F-C, S-V
3297;F-C, S-V
3298;F-C, S-V
3299;F-C, S-V
3300;F-D, S-U
3301;F-A, S-J
3302;F-A, S-A
3303;F-C, S-W
3304;F-C, S-U
3305;F-D, S-U
3306;F-C, S-W
3307;F-C, S-W
3308;F-C, S-U
3309;F-D, S-U
3310;F-C, S-W
3311;F-C, S-W
3312;F-D, S-U
3313;F-A, S-J
3314;F-A, S-I
3315;F-A, S-A
3316;F-A, S-P
3317;F-B, S-J
3318;F-C, S-U
3319;F-B, S-J
3320;F-A, S-B
3321;F-I, S-S
3322;F-I, S-S
3323;F-I, S-S
3324;F-I, S-S
3325;F-I, S-S
3326;F-I, S-S
3327;F-I, S-S
3328;F-I, S-S
3329;F-I, S-S
3330;F-I, S-S
3331;F-I, S-S
3332;F-I, S-S
3333;F-I, S-S
3336;F-E, S-D
3337;F-C, S-V
3338;F-C, S-V
3339;F-C, S-V
3340;F-C, S-V
3341;F-A, S-J
3342;F-A, S-J
3343;F-E, S-Y
3344;F-B, S-J
3345;F-A, S-A
3346;F-E, S-D
3347;F-E, S-D
3348;F-A, S-A
3349;F-A, S-A
3350;F-E, S-D
3351;F-E, S-D
3352;F-A, S-A
3354;F-D, S-U
3355;F-D, S-U
3356;F-H, S-Q
3357;F-E, S-Y
3358;F-D, S-U
3359;F-A, S-D
3360;F-A, S-I
3361;F-A, S-B
3362;F-E, S-C
3363;F-A, S-P
3364;F-B, S-J
3365;F-B, S-J
3366;F-B, S-J
3367;F-B, S-J
3368;F-B, S-J
3369;F-B, S-J
3370;F-B, S-J
3371;F-E, S-D
3373;F-A, S-T
3374;F-D, S-U
3375;F-H, S-Q
3376;F-B, S-J
3377;F-A, S-Q
3378;F-A, S-Q
3379;F-E, S-Y
3380;F-B, S-J
3381;F-A, S-A
3382;F-A, S-A
3383;F-E, S-D
3384;F-E, S-D
3385;F-G, S-N
3386;F-G, S-N
3387;F-A, S-Q
3388;F-A, S-Q
3389;F-A, S-B
3390;F-A, S-B
3391;F-G, S-M
3392;F-G, S-M
3393;F-G, S-M
3394;F-G, S-M
3395;F-G, S-N
3396;F-G, S-N
3397;F-G, S-N
3398;F-G, S-N
3399;F-G, S-N
3400;F-A, S-J
3401;F-G, S-N
3402;F-G, S-N
3403;F-G, S-L
3404;F-G, S-L
3405;F-H, S-Q
3406;F-H, S-Q
3407;F-H, S-Q
3408;F-H, S-Q
3409;F-A, S-A
3410;F-A, S-A
3411;F-A, S-A
3412;F-A, S-B
3413;F-A, S-A
3414;F-A, S-A
3415;F-A, S-A
3416;F-A, S-A
3417;F-A, S-G
3418;F-A, S-A
3419;F-A, S-B
3420;F-A, S-B
3421;F-A, S-B
3422;F-A, S-A
3423;F-A, S-B
3424;F-A, S-A
3425;F-A, S-B
3426;F-A, S-A
3427;F-A, S-A
3428;F-A, S-A
3429;F-A, S-A
3430;F-A, S-A
3431;F-A, S-A
3432;F-A, S-A
3433;F-G, S-M
3434;F-A, S-A
3436;F-A, S-A
3437;F-A, S-A
3438;F-A, S-A
3439;F-A, S-A
3440;F-A, S-A
3441;F-A, S-A
3442;F-A, S-A
3443;F-A, S-A
3444;F-A, S-A
3445;F-A, S-A
3446;F-A, S-A
3447;F-A, S-A
3448;F-A, S-A
3448;F-A, S-A
3449;F-A, S-A
3450;F-A, S-A
3451;F-A, S-A
3452;F-A, S-A
3453;F-A, S-B
3454;F-A, S-A
3455;F-A, S-B
3456;F-A, S-B
3457;F-A, S-A
3458;F-A, S-A
3459;F-A, S-A
3460;F-A, S-A
3461;F-G, S-M
3462;F-A, S-A
3463;F-E, S-C
3464;F-A, S-A
3465;F-A, S-A
3466;F-A, S-A
3467;F-A, S-A
3468;F-D, S-U
3469;F-E, S-C
3470;F-E, S-C
3471;F-A, S-B
3472;F-A, S-B
3473;F-E, S-D
3474;F-B, S-J
3475;F-E, S-E
3476;F-G, S-P
3477;F-A, S-B
3478;F-D, S-U
3479;F-D, S-U
3480;F-A, S-I
3481;F-A, S-I
3482;F-G, S-N
3483;F-E, S-D
3484;F-E, S-C
3485;F-H, S-Q
3486;F-H, S-Q
3487;F-H, S-Q
3488;F-E, S-D
3489;F-E, S-D
3490;F-G, S-N
3491;F-G, S-N
3494;F-E, S-E
3495;F-A, S-B
3496;F-A, S-I
3497;F-A, S-J
3498;F-A, S-B
3499;F-A, S-I
3500;F-C, S-V
3501;F-D, S-U
3502;F-C, S-V
3503;F-C, S-V
3504;F-D, S-U
3505;F-D, S-U
3506;F-A, S-B
3507;F-I, S-S
3508;F-A, S-I
3510;F-D, S-U
3511;F-C, S-V
3512;F-C, S-U
3513;F-C, S-W
3514;F-D, S-U
3515;F-C, S-W
3516;F-C, S-U
3517;F-D, S-U
3518;F-C, S-W
3519;F-C, S-U
3520;F-C, S-W
3521;F-C, S-U
3522;F-D, S-U
3523;F-D, S-U
3524;F-C, S-U
3525;F-D, S-U
3526;F-D, S-U
